sale_id,date_sales,community,brand,model,units,unit_price,total_amount
727,5/23/2023,Galicia,Apple,iPhone 13,2,547.23,1094.46
728,11/9/2023,Galicia,OPPO,Find X5,5,858.58,4292.9
729,1/10/2023,Andalucia,Xiaomi,Mi 11,3,457.72,1373.16
730,7/20/2024,Pais Vasco,Apple,iPhone 15,3,317.88,953.64
731,7/1/2025,Castilla La Mancha,Xiaomi,Mi 11,3,1118.46,3355.38
732,12/26/2023,Cataluña,OPPO,A78,5,252.47,1262.35
733,6/23/2024,Valencia,Xiaomi,Redmi Note 12,1,1059.28,1059.28
734,4/9/2025,Madrid,Samsung,Galaxy Z Flip,5,415.95,2079.75
735,8/24/2025,Galicia,Samsung,Galaxy Z Flip,2,607.27,1214.54
736,10/2/2023,Galicia,Apple,iPhone 15,4,776.4,3105.6
737,10/25/2025,Castilla y Leon,Samsung,Galaxy A54,1,978.35,978.35
738,11/18/2025,Andalucia,Motorola,Razr 40,2,707.78,1415.56
739,9/17/2025,Andalucia,Apple,iPhone 15,3,200.52,601.56
740,6/25/2024,Cataluña,OPPO,Reno 8,3,442.52,1327.56
741,3/5/2025,Castilla y Leon,Apple,iPhone 15,4,1297.38,5189.52
742,7/31/2023,Castilla y Leon,Samsung,Galaxy S21,5,941.96,4709.8
743,12/23/2023,Galicia,Xiaomi,Poco X5,4,967.09,3868.36
744,11/24/2025,Cataluña,Xiaomi,Poco X5,3,620.41,1861.23
745,12/23/2024,Pais Vasco,Apple,iPhone 15,3,758.58,2275.74
746,10/24/2025,Madrid,OPPO,A78,2,699.87,1399.74
747,3/9/2024,Galicia,Apple,iPhone 13,2,383.63,767.26
748,4/16/2024,Cataluña,Xiaomi,Poco X5,4,1163.97,4655.88
749,9/8/2025,Castilla La Mancha,Samsung,Galaxy A54,2,888.49,1776.98
750,3/30/2023,Valencia,OPPO,Reno 8,2,866.86,1733.72
751,10/28/2023,Madrid,Apple,iPhone 13,1,357.93,357.93
752,2/8/2023,Pais Vasco,Apple,iPhone 15,3,1334.07,4002.21
753,9/13/2025,Castilla La Mancha,Apple,iPhone 14,2,424.2,848.4
754,1/8/2024,Andalucia,OPPO,A78,5,974.56,4872.8
755,7/17/2025,Castilla y Leon,Xiaomi,Redmi Note 12,5,888.24,4441.2
756,9/28/2023,Pais Vasco,Apple,iPhone 14,1,170.7,170.7
757,11/3/2023,Pais Vasco,Motorola,Razr 40,5,270.37,1351.85
758,12/24/2025,Madrid,OPPO,A78,5,1090.48,5452.4
759,1/3/2023,Andalucia,Samsung,Galaxy A54,4,802.56,3210.24
760,4/14/2024,Pais Vasco,Xiaomi,Redmi Note 12,4,1136.94,4547.76
761,5/21/2025,Cataluña,OPPO,Find X5,2,468.15,936.3
762,4/16/2025,Galicia,Apple,iPhone 13,3,386.28,1158.84
763,11/30/2025,Cataluña,Samsung,Galaxy Z Flip,1,618.79,618.79
764,4/17/2025,Castilla y Leon,Apple,iPhone 15,3,283.23,849.69
765,6/19/2024,Galicia,OPPO,A78,5,679.45,3397.25
766,3/24/2025,Galicia,Xiaomi,Poco X5,2,666.54,1333.08
767,1/28/2025,Andalucia,Motorola,G82,5,843.64,4218.2
768,3/26/2025,Castilla y Leon,Xiaomi,Mi 11,2,1218.75,2437.5
769,7/3/2025,Valencia,Samsung,Galaxy Z Flip,2,275.35,550.7
770,4/17/2023,Castilla y Leon,Motorola,G82,2,636.38,1272.76
771,8/23/2025,Andalucia,Samsung,Galaxy S21,5,694.22,3471.1
772,1/29/2025,Valencia,Samsung,Galaxy A54,1,911.29,911.29
773,4/28/2023,Galicia,OPPO,Find X5,2,950.36,1900.72
774,11/27/2025,Valencia,OPPO,Reno 8,3,393.43,1180.29
775,12/14/2023,Valencia,Motorola,Razr 40,1,599.67,599.67
776,7/19/2024,Cataluña,Samsung,Galaxy S21,4,591.41,2365.64
777,11/26/2025,Valencia,OPPO,Find X5,1,1071.16,1071.16
778,12/13/2024,Galicia,Samsung,Galaxy S21,3,1354.11,4062.33
779,7/20/2025,Valencia,Xiaomi,Redmi Note 12,4,868.63,3474.52
780,11/2/2025,Pais Vasco,Xiaomi,Redmi Note 12,1,848.29,848.29
781,8/28/2023,Castilla y Leon,Motorola,G82,5,1345.89,6729.45
782,6/25/2025,Galicia,Motorola,Razr 40,4,853.96,3415.84
783,8/1/2025,Castilla La Mancha,Apple,iPhone 14,5,1227.53,6137.65
784,5/19/2023,Galicia,OPPO,Reno 8,4,942.08,3768.32
785,10/8/2024,Valencia,Apple,iPhone 15,4,1344.31,5377.24
786,6/23/2024,Madrid,Motorola,Razr 40,2,509.11,1018.22
787,6/5/2023,Castilla y Leon,OPPO,A78,5,1314.25,6571.25
788,3/23/2024,Castilla y Leon,OPPO,Find X5,5,486.34,2431.7
789,4/25/2024,Valencia,Apple,iPhone 14,2,1240.93,2481.86
790,5/26/2024,Valencia,Apple,iPhone 13,5,595.03,2975.15
791,10/5/2025,Cataluña,Samsung,Galaxy S21,5,158.28,791.4
792,1/30/2025,Castilla La Mancha,Motorola,Edge 40,5,544.27,2721.35
793,1/10/2024,Castilla La Mancha,Motorola,G82,5,500.33,2501.65
794,4/21/2023,Andalucia,Apple,iPhone 15,5,1149.09,5745.45
795,10/26/2025,Madrid,OPPO,A78,3,642.15,1926.45
796,11/27/2025,Cataluña,Apple,iPhone 14,4,544.56,2178.24
797,2/16/2025,Valencia,Samsung,Galaxy S21,5,275.93,1379.65
798,1/19/2024,Galicia,Xiaomi,Poco X5,5,478.56,2392.8
799,1/19/2025,Castilla y Leon,Xiaomi,Mi 11,2,773.46,1546.92
800,1/17/2025,Castilla y Leon,Apple,iPhone 14,4,499.54,1998.16
801,4/13/2024,Andalucia,Apple,iPhone 15,1,1051.02,1051.02
802,2/19/2025,Pais Vasco,Apple,iPhone 15,2,332.3,664.6
803,12/28/2023,Madrid,Apple,iPhone 14,4,774.5,3098
804,9/23/2025,Castilla y Leon,Motorola,Razr 40,3,463.72,1391.16
805,7/22/2023,Pais Vasco,Motorola,Edge 40,2,225.05,450.1
806,7/10/2025,Cataluña,Xiaomi,Mi 11,3,474.71,1424.13
807,12/5/2024,Galicia,Xiaomi,Poco X5,1,664.7,664.7
808,12/24/2023,Valencia,Xiaomi,Poco X5,3,593.89,1781.67
809,6/10/2023,Castilla La Mancha,Motorola,G82,4,917.08,3668.32
810,12/10/2023,Andalucia,OPPO,A78,3,677.27,2031.81
811,5/27/2023,Pais Vasco,Motorola,Razr 40,1,352.5,352.5
812,8/19/2024,Castilla y Leon,Apple,iPhone 14,3,906.73,2720.19
813,1/13/2025,Castilla La Mancha,OPPO,Find X5,5,801.17,4005.85
814,1/12/2024,Andalucia,OPPO,Find X5,1,306.3,306.3
815,6/13/2023,Galicia,Apple,iPhone 15,2,358.64,717.28
816,8/27/2025,Cataluña,Samsung,Galaxy S21,5,217.28,1086.4
817,8/1/2023,Cataluña,OPPO,A78,3,922.63,2767.89
818,9/25/2024,Pais Vasco,Samsung,Galaxy Z Flip,2,459.25,918.5
819,9/26/2023,Andalucia,Xiaomi,Mi 11,5,1198.15,5990.75
820,10/28/2024,Castilla y Leon,Samsung,Galaxy S21,4,733.99,2935.96
821,10/4/2023,Castilla La Mancha,Motorola,G82,5,371.3,1856.5
822,12/8/2025,Pais Vasco,Motorola,G82,5,537.08,2685.4
823,7/3/2023,Valencia,Xiaomi,Mi 11,4,534.84,2139.36
824,9/13/2024,Andalucia,OPPO,Find X5,1,150.12,150.12
825,8/18/2025,Galicia,Apple,iPhone 14,5,160.4,802
826,1/19/2023,Galicia,OPPO,Find X5,4,1147.46,4589.84
827,2/4/2025,Madrid,Motorola,Edge 40,2,664.67,1329.34
828,5/26/2024,Pais Vasco,Motorola,G82,2,1043.67,2087.34
829,6/22/2024,Valencia,OPPO,Find X5,1,677.8,677.8
830,8/6/2024,Galicia,Apple,iPhone 15,5,1161.01,5805.05
831,1/9/2024,Cataluña,OPPO,Reno 8,2,511.99,1023.98
832,7/11/2024,Castilla La Mancha,OPPO,A78,5,765,3825
833,4/12/2023,Andalucia,Xiaomi,Redmi Note 12,5,177.66,888.3
834,9/14/2023,Galicia,Samsung,Galaxy A54,4,1058.88,4235.52
835,1/31/2023,Andalucia,Apple,iPhone 13,4,421.49,1685.96
836,1/30/2025,Castilla La Mancha,OPPO,Find X5,4,1021.17,4084.68
837,10/27/2023,Cataluña,Samsung,Galaxy A54,1,483.13,483.13
838,1/7/2024,Castilla La Mancha,OPPO,Reno 8,2,1269.62,2539.24
839,9/7/2023,Madrid,Xiaomi,Mi 11,2,631,1262
840,2/12/2024,Madrid,OPPO,Reno 8,4,1069.15,4276.6
841,8/26/2025,Valencia,Samsung,Galaxy Z Flip,4,1001.8,4007.2
842,3/28/2023,Andalucia,Xiaomi,Mi 11,5,801.16,4005.8
843,2/11/2024,Galicia,Xiaomi,Mi 11,3,1259.4,3778.2
844,6/8/2025,Valencia,Apple,iPhone 13,3,168.83,506.49
845,3/21/2025,Cataluña,Xiaomi,Poco X5,2,161.16,322.32
846,11/14/2023,Castilla La Mancha,Samsung,Galaxy Z Flip,3,1113.5,3340.5
847,7/7/2023,Castilla La Mancha,Apple,iPhone 13,5,573.03,2865.15
848,11/12/2023,Castilla y Leon,Samsung,Galaxy S21,5,1139.33,5696.65
849,10/10/2024,Valencia,Apple,iPhone 14,5,1135.7,5678.5
850,2/13/2023,Valencia,Xiaomi,Mi 11,4,597.71,2390.84
851,9/20/2025,Madrid,Apple,iPhone 14,4,848.78,3395.12
852,1/24/2024,Castilla La Mancha,Motorola,Razr 40,5,383.28,1916.4
853,7/17/2024,Castilla La Mancha,Xiaomi,Mi 11,5,1293.09,6465.45
854,12/23/2025,Cataluña,Motorola,Edge 40,2,711.73,1423.46
855,7/18/2025,Castilla y Leon,Xiaomi,Poco X5,1,1119.9,1119.9
856,2/8/2023,Andalucia,Motorola,G82,5,1221.04,6105.2
857,5/10/2023,Castilla y Leon,Motorola,Edge 40,5,1173.81,5869.05
858,11/12/2023,Castilla La Mancha,Apple,iPhone 15,5,503.91,2519.55
859,8/15/2023,Castilla y Leon,OPPO,A78,1,804,804
860,1/1/2024,Andalucia,Samsung,Galaxy S21,1,402.6,402.6
861,3/7/2023,Cataluña,OPPO,Reno 8,5,952.19,4760.95
862,12/12/2025,Castilla La Mancha,OPPO,A78,5,1026.64,5133.2
863,3/28/2024,Castilla y Leon,Xiaomi,Redmi Note 12,5,1047.31,5236.55
864,6/13/2023,Castilla La Mancha,Samsung,Galaxy S21,4,1151.27,4605.08
865,1/25/2025,Pais Vasco,Samsung,Galaxy A54,1,1179.55,1179.55
866,5/25/2023,Madrid,Xiaomi,Poco X5,3,247.42,742.26
867,7/27/2023,Cataluña,Apple,iPhone 15,2,814.58,1629.16
868,1/2/2024,Valencia,Apple,iPhone 13,5,1086.49,5432.45
869,1/3/2025,Cataluña,OPPO,A78,4,1028.19,4112.76
870,1/5/2024,Andalucia,OPPO,Reno 8,5,651.95,3259.75
871,12/29/2025,Andalucia,Xiaomi,Poco X5,5,703.77,3518.85
872,1/31/2025,Castilla y Leon,Xiaomi,Mi 11,4,1105.23,4420.92
873,5/7/2024,Castilla y Leon,OPPO,A78,5,832.03,4160.15
874,1/7/2025,Galicia,OPPO,A78,4,709.37,2837.48
875,8/5/2024,Madrid,OPPO,Reno 8,5,170.38,851.9
876,9/7/2024,Madrid,Apple,iPhone 14,2,418.53,837.06
877,11/13/2025,Galicia,Xiaomi,Redmi Note 12,5,863.34,4316.7
878,3/19/2023,Cataluña,Motorola,Edge 40,4,594.57,2378.28
879,5/26/2024,Castilla y Leon,Apple,iPhone 14,2,470.3,940.6
880,3/21/2024,Pais Vasco,Xiaomi,Redmi Note 12,1,1054.48,1054.48
881,7/15/2023,Castilla La Mancha,OPPO,Reno 8,5,952.82,4764.1
882,6/10/2023,Pais Vasco,Samsung,Galaxy Z Flip,1,1302.34,1302.34
883,5/3/2025,Pais Vasco,Xiaomi,Mi 11,1,1237.23,1237.23
884,2/22/2025,Madrid,Apple,iPhone 15,1,530.98,530.98
885,10/31/2024,Andalucia,Samsung,Galaxy A54,5,1022.21,5111.05
886,7/1/2025,Pais Vasco,Apple,iPhone 13,5,869.07,4345.35
887,8/16/2024,Pais Vasco,Samsung,Galaxy S21,4,335.02,1340.08
888,4/11/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,5,648.99,3244.95
889,9/25/2023,Pais Vasco,Samsung,Galaxy A54,2,751.15,1502.3
890,2/6/2024,Pais Vasco,Apple,iPhone 14,5,920,4600
891,5/27/2023,Valencia,Motorola,Edge 40,3,1120.96,3362.88
892,8/19/2023,Cataluña,Xiaomi,Poco X5,4,679.43,2717.72
893,12/6/2024,Castilla y Leon,Xiaomi,Redmi Note 12,5,969.26,4846.3
894,6/24/2025,Castilla y Leon,Xiaomi,Redmi Note 12,5,332.27,1661.35
895,2/4/2025,Valencia,Samsung,Galaxy S21,2,1097.17,2194.34
896,5/12/2024,Madrid,Samsung,Galaxy S21,5,1308.41,6542.05
897,8/16/2023,Castilla y Leon,Xiaomi,Redmi Note 12,3,712.58,2137.74
898,3/9/2024,Valencia,Samsung,Galaxy A54,2,833.03,1666.06
899,10/17/2023,Castilla La Mancha,Xiaomi,Poco X5,1,620.76,620.76
900,12/15/2023,Galicia,Motorola,Edge 40,1,505.02,505.02
901,8/10/2025,Madrid,Motorola,G82,1,233.25,233.25
902,8/9/2023,Castilla y Leon,Xiaomi,Poco X5,1,515.62,515.62
903,11/7/2025,Pais Vasco,OPPO,Reno 8,1,1279.84,1279.84
904,1/17/2024,Cataluña,OPPO,A78,2,775.81,1551.62
905,3/23/2023,Madrid,OPPO,A78,2,1302.84,2605.68
906,3/16/2025,Castilla La Mancha,Xiaomi,Mi 11,2,172.97,345.94
907,4/28/2024,Galicia,Xiaomi,Mi 11,5,494.85,2474.25
908,3/3/2025,Galicia,Samsung,Galaxy Z Flip,1,1330.17,1330.17
909,11/30/2024,Andalucia,Xiaomi,Redmi Note 12,4,971.16,3884.64
910,12/2/2025,Pais Vasco,Samsung,Galaxy Z Flip,5,1240.88,6204.4
911,11/9/2023,Valencia,Apple,iPhone 14,4,1363.17,5452.68
912,9/27/2023,Castilla La Mancha,Motorola,G82,2,965.59,1931.18
913,10/10/2023,Valencia,Motorola,Razr 40,3,1010.67,3032.01
914,10/25/2023,Pais Vasco,Motorola,Edge 40,5,1296.39,6481.95
915,1/13/2024,Cataluña,Xiaomi,Redmi Note 12,3,1199.4,3598.2
916,10/14/2024,Madrid,Apple,iPhone 15,4,1351.5,5406
917,11/8/2023,Galicia,Xiaomi,Mi 11,2,283.46,566.92
918,4/17/2024,Galicia,Apple,iPhone 13,5,440.23,2201.15
919,9/3/2025,Cataluña,Samsung,Galaxy A54,2,777.91,1555.82
920,1/12/2024,Castilla y Leon,Motorola,G82,4,764.31,3057.24
921,4/8/2024,Valencia,Apple,iPhone 13,1,660.74,660.74
922,3/31/2024,Pais Vasco,Samsung,Galaxy A54,2,1097.22,2194.44
923,9/30/2025,Castilla La Mancha,Samsung,Galaxy S21,3,1233.47,3700.41
924,3/27/2023,Pais Vasco,Apple,iPhone 14,5,1069.16,5345.8
925,3/18/2025,Castilla y Leon,OPPO,A78,5,1323.92,6619.6
926,12/2/2025,Madrid,Motorola,Razr 40,1,714.51,714.51
927,3/22/2023,Pais Vasco,Samsung,Galaxy S21,5,634.25,3171.25
928,6/19/2025,Galicia,Samsung,Galaxy S21,4,1255.5,5022
929,5/15/2025,Andalucia,Xiaomi,Mi 11,3,916.42,2749.26
930,8/7/2025,Andalucia,Samsung,Galaxy Z Flip,4,263.05,1052.2
931,10/5/2023,Andalucia,Motorola,Edge 40,4,666.95,2667.8
932,7/18/2025,Andalucia,OPPO,Reno 8,5,1270.77,6353.85
933,5/27/2024,Cataluña,Apple,iPhone 14,3,1014.65,3043.95
934,7/6/2023,Cataluña,Apple,iPhone 15,1,1032.78,1032.78
935,11/13/2025,Pais Vasco,Xiaomi,Redmi Note 12,5,1337.19,6685.95
936,3/31/2023,Pais Vasco,OPPO,A78,2,1290.32,2580.64
937,11/29/2023,Andalucia,Motorola,Razr 40,2,373.58,747.16
938,9/25/2024,Galicia,Samsung,Galaxy A54,4,510.98,2043.92
939,2/20/2024,Andalucia,Apple,iPhone 13,1,928.2,928.2
940,10/16/2025,Castilla La Mancha,Xiaomi,Redmi Note 12,4,829.38,3317.52
941,5/2/2024,Castilla La Mancha,Samsung,Galaxy Z Flip,2,886.08,1772.16
942,6/23/2025,Pais Vasco,OPPO,Find X5,1,901.52,901.52
943,3/1/2024,Galicia,Samsung,Galaxy S21,1,381.05,381.05
944,3/17/2023,Castilla y Leon,Samsung,Galaxy Z Flip,2,1217.29,2434.58
945,11/9/2024,Galicia,Motorola,Razr 40,1,211.29,211.29
946,8/5/2024,Andalucia,OPPO,Reno 8,5,976.16,4880.8
947,7/21/2025,Andalucia,Motorola,Razr 40,5,600.24,3001.2
948,10/23/2024,Galicia,Samsung,Galaxy S21,3,1271.91,3815.73
949,8/22/2024,Cataluña,Samsung,Galaxy A54,4,318.18,1272.72
950,12/10/2025,Pais Vasco,Xiaomi,Mi 11,2,1019.79,2039.58
951,12/19/2025,Cataluña,Motorola,Edge 40,1,754.58,754.58
952,5/24/2025,Galicia,Motorola,Razr 40,5,1209.75,6048.75
953,9/23/2023,Castilla y Leon,Xiaomi,Poco X5,5,853.29,4266.45
954,10/5/2025,Castilla La Mancha,Motorola,Razr 40,2,1254.58,2509.16
955,2/1/2024,Galicia,Apple,iPhone 15,1,297.76,297.76
956,2/29/2024,Cataluña,OPPO,A78,5,1398.73,6993.65
957,12/17/2024,Castilla y Leon,OPPO,Reno 8,5,1157.55,5787.75
958,7/30/2024,Valencia,Apple,iPhone 13,3,1137.74,3413.22
959,1/13/2023,Castilla y Leon,Xiaomi,Mi 11,1,1007.29,1007.29
960,12/26/2023,Madrid,Xiaomi,Mi 11,2,563.14,1126.28
961,8/29/2025,Castilla La Mancha,Xiaomi,Poco X5,1,957.07,957.07
962,11/17/2024,Castilla La Mancha,OPPO,Reno 8,4,1129.99,4519.96
963,12/3/2025,Madrid,OPPO,A78,3,856.18,2568.54
964,3/2/2024,Madrid,Xiaomi,Poco X5,5,1006.87,5034.35
965,7/28/2024,Andalucia,Xiaomi,Redmi Note 12,1,573.94,573.94
966,3/8/2025,Andalucia,OPPO,A78,2,893.99,1787.98
967,3/6/2023,Castilla y Leon,Xiaomi,Poco X5,3,667.34,2002.02
968,7/14/2025,Castilla y Leon,OPPO,Reno 8,3,420.17,1260.51
969,2/5/2025,Cataluña,Xiaomi,Redmi Note 12,1,1122.24,1122.24
970,9/15/2025,Madrid,Samsung,Galaxy A54,5,342.6,1713
971,11/1/2024,Galicia,Xiaomi,Mi 11,2,1111.85,2223.7
972,2/25/2024,Andalucia,Samsung,Galaxy Z Flip,1,724.21,724.21
973,9/28/2024,Madrid,Motorola,Edge 40,1,1008.82,1008.82
974,8/14/2025,Castilla y Leon,Motorola,Edge 40,1,278.88,278.88
975,3/5/2024,Galicia,Xiaomi,Redmi Note 12,3,400.69,1202.07
976,6/22/2025,Castilla y Leon,Xiaomi,Mi 11,1,490.82,490.82
977,2/1/2023,Cataluña,Apple,iPhone 14,5,849.53,4247.65
978,10/14/2024,Castilla y Leon,Samsung,Galaxy S21,3,326.95,980.85
979,12/17/2023,Valencia,Xiaomi,Poco X5,1,539.22,539.22
980,4/14/2023,Castilla La Mancha,Xiaomi,Poco X5,2,186.24,372.48
981,4/21/2023,Pais Vasco,Samsung,Galaxy S21,1,683.08,683.08
982,12/29/2024,Castilla La Mancha,Apple,iPhone 15,3,565.42,1696.26
983,8/11/2025,Cataluña,Apple,iPhone 15,5,314.74,1573.7
984,9/27/2024,Castilla La Mancha,OPPO,Reno 8,4,738.18,2952.72
985,1/14/2025,Galicia,Apple,iPhone 13,4,379.19,1516.76
986,9/25/2025,Castilla La Mancha,Xiaomi,Mi 11,1,231.71,231.71
987,8/2/2025,Castilla La Mancha,Samsung,Galaxy A54,2,502.82,1005.64
988,11/6/2025,Andalucia,Xiaomi,Poco X5,1,657.11,657.11
989,9/10/2024,Cataluña,Samsung,Galaxy A54,5,726.22,3631.1
990,5/14/2024,Valencia,Motorola,G82,5,348.78,1743.9
991,11/28/2024,Cataluña,OPPO,Find X5,2,1167.39,2334.78
992,12/1/2024,Pais Vasco,Motorola,G82,5,1017.67,5088.35
993,9/23/2025,Cataluña,Apple,iPhone 15,1,890.2,890.2
994,6/30/2025,Cataluña,OPPO,Find X5,2,535.04,1070.08
995,2/15/2025,Cataluña,OPPO,Reno 8,3,767.87,2303.61
996,10/12/2023,Valencia,Samsung,Galaxy S21,5,1279.07,6395.35
997,7/16/2025,Andalucia,Samsung,Galaxy S21,5,514.38,2571.9
998,2/5/2024,Castilla La Mancha,Motorola,Razr 40,2,1001.9,2003.8
999,6/9/2025,Galicia,Xiaomi,Mi 11,3,1387.86,4163.58
1000,9/19/2023,Pais Vasco,Motorola,Edge 40,3,228.01,684.03
1001,1/5/2025,Madrid,Motorola,Edge 40,1,1226.56,1226.56
1002,3/18/2025,Pais Vasco,Samsung,Galaxy S21,3,1039.72,3119.16
1003,3/8/2024,Pais Vasco,OPPO,Find X5,2,743.59,1487.18
1004,1/7/2025,Pais Vasco,Apple,iPhone 15,4,342.83,1371.32
1005,5/27/2023,Madrid,Apple,iPhone 13,1,329.99,329.99
1006,10/6/2023,Pais Vasco,OPPO,A78,1,321.53,321.53
1007,1/4/2024,Pais Vasco,OPPO,Find X5,4,786.77,3147.08
1008,12/28/2024,Pais Vasco,Motorola,G82,2,382.24,764.48
1009,4/29/2024,Castilla La Mancha,Motorola,Edge 40,5,486.56,2432.8
1010,3/10/2023,Castilla y Leon,Motorola,Razr 40,1,860.19,860.19
1011,6/13/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,2,1062.73,2125.46
1012,11/24/2025,Castilla La Mancha,Motorola,G82,1,804.2,804.2
1013,8/25/2025,Valencia,Motorola,Edge 40,1,1005.09,1005.09
1014,4/19/2023,Galicia,Motorola,Razr 40,3,818.79,2456.37
1015,11/15/2025,Castilla La Mancha,Samsung,Galaxy A54,4,867.46,3469.84
1016,8/26/2024,Castilla y Leon,Xiaomi,Mi 11,3,359.39,1078.17
1017,6/17/2024,Galicia,Motorola,Razr 40,1,936.63,936.63
1018,8/20/2024,Madrid,Motorola,Edge 40,5,184.12,920.6
1019,11/1/2025,Andalucia,OPPO,Reno 8,1,1214.31,1214.31
1020,7/29/2024,Andalucia,Xiaomi,Mi 11,3,1222.32,3666.96
1021,12/24/2023,Cataluña,Samsung,Galaxy Z Flip,5,1073.71,5368.55
1022,6/19/2024,Andalucia,OPPO,Find X5,2,756.15,1512.3
1023,6/22/2023,Castilla y Leon,Motorola,Edge 40,2,894.43,1788.86
1024,2/23/2025,Pais Vasco,Apple,iPhone 14,2,975.83,1951.66
1025,4/22/2023,Castilla y Leon,Apple,iPhone 13,3,1094.35,3283.05
1026,8/8/2025,Andalucia,Samsung,Galaxy S21,4,745.29,2981.16
1027,2/16/2025,Valencia,OPPO,A78,4,743.24,2972.96
1028,1/25/2023,Pais Vasco,Apple,iPhone 15,3,1309.03,3927.09
1029,12/21/2025,Castilla y Leon,OPPO,Find X5,1,271.71,271.71
1030,6/3/2025,Castilla y Leon,Motorola,Razr 40,5,1297.55,6487.75
1031,6/30/2024,Galicia,Xiaomi,Mi 11,1,469.18,469.18
1032,5/10/2024,Castilla La Mancha,Motorola,G82,5,1113.12,5565.6
1033,10/3/2024,Andalucia,Motorola,G82,5,163.22,816.1
1034,4/22/2025,Madrid,Samsung,Galaxy S21,1,806.58,806.58
1035,8/3/2024,Valencia,OPPO,Find X5,3,391.35,1174.05
1036,4/27/2023,Cataluña,Samsung,Galaxy Z Flip,5,970.76,4853.8
1037,9/3/2023,Cataluña,Apple,iPhone 15,1,1220.55,1220.55
1038,8/16/2023,Andalucia,Apple,iPhone 14,2,466.67,933.34
1039,7/17/2025,Cataluña,OPPO,A78,3,1111.7,3335.1
1040,6/1/2023,Andalucia,Xiaomi,Mi 11,3,1121.38,3364.14
1041,5/4/2023,Castilla y Leon,OPPO,Find X5,3,1344.51,4033.53
1042,5/23/2023,Castilla La Mancha,Xiaomi,Redmi Note 12,4,1374.28,5497.12
1043,1/1/2024,Pais Vasco,Apple,iPhone 15,4,285.54,1142.16
1044,8/6/2023,Valencia,Motorola,G82,4,1044.25,4177
1045,5/25/2023,Cataluña,Samsung,Galaxy S21,5,1059.43,5297.15
1046,11/1/2023,Castilla La Mancha,OPPO,Reno 8,1,1316.12,1316.12
1047,11/6/2024,Andalucia,OPPO,Find X5,4,868.3,3473.2
1048,9/6/2025,Castilla La Mancha,Motorola,Razr 40,4,654.89,2619.56
1049,1/7/2023,Valencia,Samsung,Galaxy Z Flip,4,1342.69,5370.76
1050,11/13/2024,Castilla y Leon,OPPO,Reno 8,3,650.77,1952.31
1051,6/14/2023,Castilla y Leon,Samsung,Galaxy A54,4,1100.57,4402.28
1052,12/28/2023,Valencia,Xiaomi,Poco X5,5,199.16,995.8
1053,9/4/2024,Valencia,OPPO,A78,4,1270.58,5082.32
1054,6/15/2025,Cataluña,Xiaomi,Mi 11,2,324.93,649.86
1055,9/28/2025,Valencia,Apple,iPhone 13,4,228.74,914.96
1056,10/20/2025,Galicia,Motorola,Razr 40,5,1356.19,6780.95
1057,11/25/2024,Madrid,OPPO,Reno 8,1,572.15,572.15
1058,3/9/2024,Cataluña,Samsung,Galaxy A54,5,722.96,3614.8
1059,5/28/2023,Valencia,Motorola,Edge 40,1,1069.32,1069.32
1060,8/23/2025,Madrid,OPPO,A78,5,207.25,1036.25
1061,4/13/2023,Andalucia,Apple,iPhone 13,3,1175.92,3527.76
1062,5/11/2023,Andalucia,Samsung,Galaxy A54,1,292.72,292.72
1063,5/10/2023,Valencia,Motorola,Razr 40,2,682.76,1365.52
1064,10/9/2023,Cataluña,OPPO,Find X5,3,1195.53,3586.59
1065,11/18/2024,Andalucia,Apple,iPhone 13,1,300.93,300.93
1066,1/27/2025,Andalucia,Apple,iPhone 14,5,356.26,1781.3
1067,10/1/2023,Madrid,Apple,iPhone 15,1,1138.82,1138.82
1068,2/2/2023,Andalucia,Motorola,G82,4,250.9,1003.6
1069,8/4/2024,Cataluña,Samsung,Galaxy S21,4,1016.88,4067.52
1070,2/27/2024,Andalucia,OPPO,A78,2,949.78,1899.56
1071,5/4/2024,Pais Vasco,Motorola,G82,2,913.17,1826.34
1072,10/20/2025,Andalucia,Samsung,Galaxy Z Flip,5,1337.87,6689.35
1073,1/10/2023,Pais Vasco,Xiaomi,Mi 11,5,444.55,2222.75
1074,1/11/2025,Cataluña,Samsung,Galaxy Z Flip,5,784.43,3922.15
1075,7/20/2024,Valencia,OPPO,A78,1,392.15,392.15
1076,10/15/2025,Castilla La Mancha,Apple,iPhone 15,2,349.7,699.4
1077,8/6/2024,Castilla y Leon,Samsung,Galaxy S21,2,693.34,1386.68
1078,3/30/2023,Castilla La Mancha,Xiaomi,Poco X5,1,1075.52,1075.52
1079,3/1/2023,Andalucia,Motorola,Edge 40,4,793.63,3174.52
1080,10/29/2024,Castilla La Mancha,Samsung,Galaxy S21,4,398.44,1593.76
1081,10/29/2024,Cataluña,Xiaomi,Redmi Note 12,2,272.58,545.16
1082,3/27/2024,Pais Vasco,OPPO,Reno 8,1,738.74,738.74
1083,10/24/2023,Pais Vasco,OPPO,Reno 8,2,1309.86,2619.72
1084,2/3/2025,Pais Vasco,OPPO,Reno 8,2,722.18,1444.36
1085,7/6/2024,Castilla y Leon,Apple,iPhone 15,2,569.86,1139.72
